age,sample,meter,d18O,d18O_water_defliese,T_le_defliese,T_pu_defliese,d18O_water_1,T_le_d18O_water_1,T_pu_d18O_water_1,d18O_water_1_5,T_le_d18O_water_1_5,T_pu_d18O_water_1_5,d18O_water_2,T_le_d18O_water_2,T_pu_d18O_water_2,d18O_water_thiag_h,T_le_d18O_water_thiag_h,T_pu_d18O_water_thiag_h,d18O_water_thiag_m,T_le_d18O_water_thiag_m,T_pu_d18O_water_thiag_m,d18O_water_thiag_l,T_le_d18O_water_thiag_l,T_pu_d18O_water_thiag_l,type,min,period,stage,regionalstage,conzone,chizone,country,state,lat,long,source,Source
451,BCK 91,4.26,18.3,-2.095109401,25.6220077,28.83263833,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,36.903311,-88.233636,Buggisch_2010,Buggisch_2010
451,BCK 97,6.09,18.3,-2.095109401,25.6220077,28.83263833,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,36.903311,-88.233636,Buggisch_2010,Buggisch_2010
451,BCK 105.5,8.68,18.2,-2.095109401,26.0720077,29.25463833,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,36.903311,-88.233636,Buggisch_2010,Buggisch_2010
451,BCK 109,9.75,18.5,-2.095109401,24.7220077,27.98863833,-1,29.65,32.61,-1.5,27.4,30.5,-2,25.15,28.39,-4,16.15,19.95,-4.85,12.325,16.363,-5.7,8.5,12.776,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,36.903311,-88.233636,Buggisch_2010,Buggisch_2010
451,BCK 112+114,11.28,17.6,-2.095109401,28.7720077,31.78663833,-1,33.7,36.408,-1.5,31.45,34.298,-2,29.2,32.188,-4,20.2,23.748,-4.85,16.375,20.161,-5.7,12.55,16.574,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,36.903311,-88.233636,Buggisch_2010,Buggisch_2010
451.7940701,MR 4,0,17.8,-2.097647695,27.86058537,30.93192673,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.7378527,MR 7,1.12,19,-2.097467993,22.46139403,25.86868507,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.6520209,MR 13,2.83,18,-2.097193626,26.96262868,30.0898429,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.6058424,MR 17,3.75,18.4,-2.097046013,25.16329294,28.40246582,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.4547582,MR 26,6.76,17.8,-2.096563064,27.86546621,30.93650387,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.4241398,MR 28,7.37,18,-2.09646519,26.96590665,30.0929169,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.3734438,MR 32,8.38,18.2,-2.096303137,26.06663588,29.24960076,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.2725538,MR 38,10.39,17.9,-2.095980636,27.41808714,30.51696172,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.1987685,MR 43,11.86,18.2,-2.095744776,26.06914851,29.25195704,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.144057,MR 47,12.95,18,-2.095569888,26.96993551,30.09669507,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451.0858319,MR 50,14.11,18.1,-2.095383767,26.52077305,29.6754805,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Katian,Chatfieldian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
451,MR 56,15.82,18.4,-2.095109401,25.1720077,28.41063833,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.9814746,MR 61,17.31,17.8,-2.095050183,27.87227418,30.94288823,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.9548676,MR 68,19.45,18.1,-2.094965132,26.52265691,29.67724714,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.9193087,MR 77,22.31,18,-2.094851466,26.9731684,30.09972681,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.8813875,MR 88,25.36,18.5,-2.094730248,24.72371388,27.99023835,-1,29.65,32.61,-1.5,27.4,30.5,-2,25.15,28.39,-4,16.15,19.95,-4.85,12.325,16.363,-5.7,8.5,12.776,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.8491856,MR 96,27.95,18,-2.094627313,26.97417709,30.10067274,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.8089022,MR 106,31.19,17.9,-2.094498544,27.42475655,30.52321614,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7911227,MR 111,32.62,18.3,-2.094441711,25.6250123,28.83545598,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7411414,MR 124,36.64,17.8,-2.094281943,27.87573126,30.9461302,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7316922,MR 127 Pt,37.4,17.7,-2.094251738,28.32586718,31.36825767,-1,33.25,35.986,-1.5,31,33.876,-2,28.75,31.766,-4,19.75,23.326,-4.85,15.925,19.739,-5.7,12.1,16.152,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7228646,MR 127 Ds,38.11,17.3,-2.09422352,30.12599416,33.05637675,-1,35.05,37.674,-1.5,32.8,35.564,-2,30.55,33.454,-4,21.55,25.014,-4.85,17.725,21.427,-5.7,13.9,17.84,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7134154,MR 132 A,38.87,18.1,-2.094193315,26.52613008,29.68050421,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.7115504,MR 132 P,39.02,17.8,-2.094187353,27.87615691,30.94652937,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.6815865,MR 140,41.43,18.4,-2.094091572,25.17658793,28.41493357,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.6543578,MR 147,43.62,17.7,-2.094004534,28.3269796,31.36930087,-1,33.25,35.986,-1.5,31,33.876,-2,28.75,31.766,-4,19.75,23.326,-4.85,15.925,19.739,-5.7,12.1,16.152,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.5694393,MR 169,50.45,18.3,-2.093733086,25.62820111,28.83844638,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.5124953,MR 184,55.03,17.9,-2.093551062,27.42902022,30.52721452,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.4556757,MR 199,59.6,17.9,-2.093369434,27.42983755,30.52798099,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.4033321,MR 212,63.81,17.8,-2.093202114,27.88059049,30.95068708,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.3187865,MR 235,70.61,17.9,-2.092931859,27.43180663,30.52982755,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.2619669,MR 250,75.18,17.8,-2.092750232,27.88262396,30.95259402,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.232376,MR 258,77.56,18.2,-2.092655643,26.08304961,29.26499319,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.1748104,MR 273,82.19,18.4,-2.092471631,25.18387766,28.42176972,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450.1191098,MR 288,86.67,18.2,-2.09229358,26.08467889,29.26652109,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Edenian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450,MR 319,96.25,18,-2.091912838,26.98639223,30.11212782,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Maysvillian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
450,MR 341,102.86,18,-2.091912838,26.98639223,30.11212782,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Katian,Maysvillian,Amorphognathus superbus,,USA,Kentucky,38.873233,-84.499905,Buggisch_2010,Buggisch_2010
455.1668821,PL10/11,3.5,18.8,-2.108429099,23.31206906,26.6664292,-1,28.3,31.344,-1.5,26.05,29.234,-2,23.8,27.124,-4,14.8,18.684,-4.85,10.975,15.097,-5.7,7.15,11.51,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.9024746,Pl12,6.92,18.9,-2.104387341,22.88025696,26.26148542,-1,27.85,30.922,-1.5,25.6,28.812,-2,23.35,26.702,-4,14.35,18.262,-4.85,10.525,14.675,-5.7,6.7,11.088,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.7324081,Pl13,7.38,19,-2.103843713,22.43270329,25.84177953,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.6658603,Pl14,7.56,19.03333333,-2.103630989,22.28366055,25.70201056,-1,27.25,30.35933333,-1.5,25,28.24933333,-2,22.75,26.13933333,-4,13.75,17.69933333,-4.85,9.925,14.11233333,-5.7,6.1,10.52533333,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.57713,Pl16,7.8,19.55,-2.103347357,19.95993689,23.52287415,-1,24.925,28.179,-1.5,22.675,26.069,-2,20.425,23.959,-4,11.425,15.519,-4.85,7.6,11.932,-5.7,3.775,8.345,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.5475532,Pl17,7.88,19.3,-2.103252813,21.08536234,24.57827313,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.4329431,Pl17/18,8.19,19.5,-2.102886455,20.18701095,23.73581916,-1,25.15,28.39,-1.5,22.9,26.28,-2,20.65,24.17,-4,11.65,15.73,-4.85,7.825,12.143,-5.7,4,8.556,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.388578,Pl19,8.31,19.2,-2.102744639,21.53764913,25.00241762,-1,26.5,29.656,-1.5,24.25,27.546,-2,22,25.436,-4,13,16.996,-4.85,9.175,13.409,-5.7,5.35,9.822,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.2998476,Pl20,8.55,19.3,-2.102461007,21.08892547,24.58161455,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.277665,Pl21/22,8.61,19.4,-2.102390099,20.63924456,24.15991378,-1,25.6,28.812,-1.5,23.35,26.702,-2,21.1,24.592,-4,12.1,16.152,-4.85,8.275,12.565,-5.7,4.45,8.978,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.1963289,Pl23,8.83,19.1,-2.102130103,21.99041454,25.42701097,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.1408724,Pl24,8.98,19.3,-2.101952832,21.09121225,24.58375905,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.0854159,Pl25,9.13,19.3,-2.101775562,21.09200997,24.58450713,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
453.0632333,Pl26,9.19,19.6,-2.101704654,19.74232906,23.31880636,-1,24.7,27.968,-1.5,22.45,25.858,-2,20.2,23.748,-4,11.2,15.308,-4.85,7.375,11.721,-5.7,3.55,8.134,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.9523204,De1,9.49,18.9,-2.101350114,22.89392449,26.27430252,-1,27.85,30.922,-1.5,25.6,28.812,-2,23.35,26.702,-4,14.35,18.262,-4.85,10.525,14.675,-5.7,6.7,11.088,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.9412759,De2,9.8,17.9,-2.10131481,27.39408336,30.4944515,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.9305876,De3,10.1,18.3,-2.101280644,25.5942371,28.80659568,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.9195431,De4,10.41,18.3,-2.10124534,25.59439597,28.80674467,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8978103,De6,11.02,18.7,-2.101175869,23.79470859,27.11903783,-1,28.75,31.766,-1.5,26.5,29.656,-2,24.25,27.546,-4,15.25,19.106,-4.85,11.425,15.519,-5.7,7.6,11.932,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8871221,De7,11.32,19,-2.101141704,22.44486233,25.85318201,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8760775,De8/9,11.63,18.4,-2.101106399,25.1450212,28.385331,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8543448,De10,12.24,18.65,-2.101036929,24.02033382,27.33062416,-1,28.975,31.977,-1.5,26.725,29.867,-2,24.475,27.757,-4,15.475,19.317,-4.85,11.65,15.73,-5.7,7.825,12.143,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8436565,De11,12.54,18.8,-2.101002763,23.34548757,26.69776834,-1,28.3,31.344,-1.5,26.05,29.234,-2,23.8,27.124,-4,14.8,18.684,-4.85,10.975,15.097,-5.7,7.15,11.51,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.832612,De12/13,12.85,18.3,-2.100967459,25.59564644,28.80791732,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.8108792,De14,13.46,18.3,-2.100897989,25.59595905,28.80821049,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7891464,De16,14.07,18.3,-2.100828518,25.59627167,28.80850365,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7784582,De17/18,14.37,19,-2.100794353,22.44642541,25.85464783,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7567254,De19,14.98,17.9,-2.100724883,27.39673803,30.496941,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7349926,De21,15.59,18.5,-2.100655412,24.69705064,27.96523416,-1,29.65,32.61,-1.5,27.4,30.5,-2,25.15,28.39,-4,16.15,19.95,-4.85,12.325,16.363,-5.7,8.5,12.776,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7239481,De22,15.9,18.2,-2.100620108,26.04720951,29.23138314,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.7022153,De24,16.51,18.5,-2.100550638,24.69752213,27.96567631,-1,29.65,32.61,-1.5,27.4,30.5,-2,25.15,28.39,-4,16.15,19.95,-4.85,12.325,16.363,-5.7,8.5,12.776,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
452.6804825,De26,17.12,18.6,-2.100481167,24.24783475,27.54396947,-1,29.2,32.188,-1.5,26.95,30.078,-2,24.7,27.968,-4,15.7,19.528,-4.85,11.875,15.941,-5.7,8.05,12.354,conodont,apatite,Ordovician,Katian,Chatfieldian,Plectodina tenuis,,USA,Minnesota,44.054689,-92.495234,Buggisch_2010,Buggisch_2010
