Appendix 2. Oxygen isotope compositions of biogenic phosphates and sample information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,igsn,sample,alternate_sample,age,age_min,age_max,age_reference,age_error_ma,age_comment,period,scotese_time,scotese_intervalls,stage_2020,formation,member,number_interval_cm,country_ocean,location,locality_comment,latitude,longitude,paleolat,paleolang,palaeolat_long_source,climate_zone,fossil_group,taxon,mineralogy,cai,overall_preservation,sample_comment,δ13c_permille,select_d13c_permille,sauerstof_isotop_permille,d18o_of_standard,sims_correction_permille,select_d18o_permille,standard,"d18Osw, iceV","D18Osw,lat. Mod","D18Osw,lat. Pg","D18Osw,lat, climate corr","d18Osw, iceV,lat corr",T (PJ10; -1.08‰),T (PJ10;  iceV),"T (PJ10; iceV, lat corr)",title,journal,volume,issue,first_page,last_page,year,book_title,book_editor,publisher,authors
12679,2003296,ZDC47,,248.56,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,7.16,98.99,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,18.7,"22,6",,17.8,,-1.08,0.33,0.22,0.22,-0.86,35.2,35.2,36.2,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12680,2003297,ZDC48,,248.56,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,7.16,98.99,,Tropical,Conodont,Parach.spp.,apatite,,,,,,18.6,"22,6",,17.7,,-1.08,0.33,0.22,0.22,-0.86,35.6,35.6,36.6,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12681,2003298,LRC02,,248.62,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Jinya sections,,24.61,106.88,8,98.26,,Tropical,Conodont,Ramif.,apatite,,,,,,17.8,"22,6",,16.9,,-1.08,0.34,0.24,0.24,-0.84,39.0,39.0,40.1,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12682,2003299,JB08,,248.62,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Jiarong sections,,25.9,106.55,8.9,97.27,,Tropical,Conodont,Parach. spp.,apatite,,,,,,17.6,"22,6",,16.7,,-1.08,0.35,0.27,0.27,-0.81,39.9,39.9,41.0,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12683,2003300,JB06,,248.62,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Jiarong sections,,25.9,106.55,8.9,97.27,,Tropical,Conodont,Parach. spp.,apatite,,,,,,17.3,"22,6",,16.4,,-1.08,0.35,0.27,0.27,-0.81,41.1,41.1,42.3,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12684,2003301,LRC01,,248.72,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Jinya sections,,24.61,106.88,7.91,98.28,,Tropical,Conodont,Ramif.,apatite,,,,,,19.1,"22,6",,18.2,,-1.08,0.34,0.24,0.24,-0.84,33.5,33.5,34.6,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12685,2003302,ZDC46,,248.97,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.8,99.08,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,18.7,"22,6",,17.8,,-1.08,0.32,0.21,0.21,-0.87,35.2,35.2,36.1,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12686,2003303,JRC27,,249.36,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Jiarong sections,,25.9,106.55,8.23,97.42,,Tropical,Conodont,ramiform,apatite,,,,,,17.5,"22,6",,16.6,,-1.08,0.34,0.25,0.25,-0.83,40.3,40.3,41.3,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12687,2003304,ZDC30,,249.58,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng I,,25.9,106.55,8.03,97.47,,Tropical,Conodont,Ns. spp. P1,apatite,,,,,,18.5,"22,6",,17.6,,-1.08,0.34,0.24,0.24,-0.84,36.1,36.1,37.1,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12688,2003305,ZDC45,,249.6,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.23,99.22,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,18.6,"22,6",,17.7,,-1.08,0.32,0.20,0.20,-0.88,35.6,35.6,36.5,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12689,2003306,ZDC B,,249.68,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.16,99.23,,Tropical,Conodont,Ns.spp. P1,apatite,,,,,,19.2,"22,6",,18.3,,-1.08,0.32,0.20,0.20,-0.88,33.1,33.1,33.9,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12690,2003307,ZDC B,,249.68,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.16,99.23,,Tropical,Conodont,Platyvillosus P1,apatite,,,,,,18.5,"22,6",,17.6,,-1.08,0.32,0.20,0.20,-0.88,36.1,36.1,36.9,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12691,2003308,ZDC B,,249.68,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.16,99.23,,Tropical,Conodont,ramiform,apatite,,,,,,18.9,"22,6",,18,,-1.08,0.32,0.20,0.20,-0.88,34.4,34.4,35.2,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12692,2003309,ZDC29,,249.68,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng I,,23.45,106.99,6.16,99.23,,Tropical,Conodont,Ns. P1 + Ramif,apatite,,,,,,18.9,"22,6",,18,,-1.08,0.32,0.20,0.20,-0.88,34.4,34.4,35.2,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12693,2003310,ZDC24,,249.68,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng I,,23.45,106.99,6.16,99.23,,Tropical,Conodont,Ng. ramiform,apatite,,,,,,18.3,"22,6",,17.4,,-1.08,0.32,0.20,0.20,-0.88,36.9,36.9,37.7,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12694,2003311,ZDC44,,249.74,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.11,99.24,,Tropical,Conodont,Ns.spp. P1,apatite,,,,,,19.5,"22,6",,18.6,,-1.08,0.32,0.20,0.20,-0.88,31.9,31.9,32.7,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12695,2003312,ZDC44,,249.74,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.11,99.24,,Tropical,Conodont,Platyvillosus P1,apatite,,,,,,18.7,"22,6",,17.8,,-1.08,0.32,0.20,0.20,-0.88,35.2,35.2,36.1,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12696,2003313,ZDC44,,249.74,249.8,249.8,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Olenekian,,,,China,Zuodeng II,,23.45,106.99,6.11,99.24,,Tropical,Conodont,ramiform,apatite,,,,,,20.5,"22,6",,19.6,,-1.08,0.32,0.20,0.20,-0.88,27.6,27.6,28.5,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12697,2003314,ZDC A,,249.89,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng II,,23.45,106.99,6.06,99.25,,Tropical,Conodont,Ns. spp. P1,apatite,,,,,,19,"22,6",,18.1,,-1.08,0.32,0.19,0.19,-0.89,34.0,34.0,34.8,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12698,2003315,ZDC A,,250.08,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng II,,23.45,106.99,5.78,99.32,,Tropical,Conodont,ramiform,apatite,,,,,,19,"22,6",,18.1,,-1.08,0.31,0.19,0.19,-0.89,34.0,34.0,34.8,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12699,2003316,BYC7-1,,250.17,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Bianyang Quarry outcrop,,25.64,106.62,7.28,97.8,,Tropical,Conodont,Ns. Pa + Ramif,apatite,,,,,,19.4,"22,6",,18.5,,-1.08,0.33,0.22,0.22,-0.86,32.3,32.3,33.2,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12700,2003317,ZDC43,,250.27,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng II,,23.45,106.99,5.59,99.37,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,19,"22,6",,18.1,,-1.08,0.31,0.18,0.18,-0.90,34.0,34.0,34.7,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12701,2003318,ZDC42,,250.41,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng II,,23.45,106.99,5.45,99.4,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,18.9,"22,6",,18,,-1.08,0.31,0.18,0.18,-0.90,34.4,34.4,35.1,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12702,2003319,GJR16,,250.44,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Jiarong sections,,25.9,106.55,7.19,97.66,,Tropical,Conodont,ramiform,apatite,,,,,,18.3,"22,6",,17.4,,-1.08,0.33,0.22,0.22,-0.86,36.9,36.9,37.9,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12703,2003137,Zl +940,,250.44,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,1.35,38.24,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,17.4,"21,7",,17.4,,-1.08,0.31,0.11,0.11,-0.97,36.9,36.9,37.4,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12704,2003138,Zl +845,,250.57,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,1.28,38.27,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,16.6,"21,7",,16.6,,-1.08,0.31,0.11,0.11,-0.97,40.3,40.3,40.8,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12705,2003320,ZDC41,,250.62,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng II,,23.45,106.99,5.24,99.45,,Tropical,Conodont,Ns. ramiform,apatite,,,,,,18.8,"22,6",,17.9,,-1.08,0.31,0.18,0.18,-0.90,34.8,34.8,35.5,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12706,2003321,ZDC28,,250.63,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Zuodeng I,,23.45,106.99,5.23,99.45,,Tropical,Conodont,Ns. spp. P1,apatite,,,,,,18.8,"22,6",,17.9,,-1.08,0.31,0.18,0.18,-0.90,34.8,34.8,35.5,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12707,2000790,SHS-(107.9-108.1m),,250.67,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,Sichuan,32.32,105.46,11.64,93.14,,Tropical/Subtropical,Conodont,,apatite,,,,,,17.7,,"-0,6",17.1,,-1.08,0.40,0.34,0.34,-0.74,38.2,38.2,39.6,High-resolution SIMS oxygen isotope analysis on conodont apatite from South China and implications for the end-Permian mass extinction,"Palaeogeography, palaeoclimatology, Palaeoecology",448,,26,38,2016,,,,Chen et al. 2016
12708,2000434,SS 33,,250.7,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,Sichuan,32.32,105.46,11.61,93.14,,Tropical/Subtropical,Conodont,Hindeodus sp. Ramiform,apatite,,,,,,18.7,"22,5",,17.9,,-1.08,0.40,0.33,0.33,-0.75,34.8,34.8,36.2,Permian ice volume and palaeoclimate history: Oxygen isotope proxies revisited,Gondwana Research,24,,77,89,2013,,,,Chen B. Michael M. Joachimski. Shu-zhong Shen. Lance L. Lambert. Xu-long Lai. Xiang-dong Wang. Jun Chen. Dong-xun Yuan
12709,2003139,Zl +715,,250.74,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,1.17,38.32,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,17,"21,7",,17,,-1.08,0.31,0.11,0.11,-0.97,38.6,38.6,39.1,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12710,2003322,XJR26,,250.76,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,,,25.9,106.55,6.88,97.72,,Tropical,Conodont,ramiform,apatite,,,,,,17.9,"22,6",,17,,-1.08,0.32,0.21,0.21,-0.87,38.6,38.6,39.5,Lethally Hot Temperatures During the Early Triassic Greenhouse,Science,338,,366,370,2012,,,,"Sun, Y., Michael Joachimski, Paul B. Wignall, Chunbo Yan, Yanlong Chen, Haishui Jiang, Lina Wang, Xulong Lai"
12711,2003140,Zl +685,,250.79,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,1.15,38.33,,Tropical,Conodont,Hindeodus sp. (P1),apatite,,,,,,18.1,"21,7",,18.1,,-1.08,0.31,0.11,0.11,-0.97,34.0,34.0,34.4,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12712,2000435,SS 31b,,250.8,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,Sichuan,32.32,105.46,11.52,93.16,,Tropical/Subtropical,Conodont,Hindeodus sp. Ramiform,apatite,,,,,,19,"22,5",,18.2,,-1.08,0.40,0.33,0.33,-0.75,33.5,33.5,34.9,Permian ice volume and palaeoclimate history: Oxygen isotope proxies revisited,Gondwana Research,24,,77,89,2013,,,,Chen B. Michael M. Joachimski. Shu-zhong Shen. Lance L. Lambert. Xu-long Lai. Xiang-dong Wang. Jun Chen. Dong-xun Yuan
12713,2003141,Zl +480,,251.07,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,0.98,38.4,,Tropical,Conodont,Hindeodus sp. (P1),apatite,,,,,,17.2,"21,7",,17.2,,-1.08,0.31,0.11,0.11,-0.97,37.8,37.8,38.2,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12714,2001685,33,,251.1,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,,32.32,105.46,11.21,93.22,,Tropical/Subtropical,Conodont,Hindeodus sp.,apatite,,,,,,18.7,"22,6",,17.8,,-1.08,0.39,0.32,0.32,-0.76,35.2,35.2,36.6,Climate warming in the latest Permian and the Permian-Triassic Climate warming in the latest Permian and the Permian-Triassic mass extinction,Geology,40,2,195,198,2012,,,,Joachimski MM. Xulong Lai. Shuzhong Shen. Haishui Jiang. Genming Luo. Bo Chen. Jun Chen. and Yadong Sun
12715,2001686,32,,251.16,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,,32.32,105.46,11.15,93.23,,Tropical/Subtropical,Conodont,Hindeodus sp.,apatite,,,,,,19.3,"22,6",,18.4,,-1.08,0.39,0.32,0.32,-0.76,32.7,32.7,34.1,Climate warming in the latest Permian and the Permian-Triassic Climate warming in the latest Permian and the Permian-Triassic mass extinction,Geology,40,2,195,198,2012,,,,Joachimski MM. Xulong Lai. Shuzhong Shen. Haishui Jiang. Genming Luo. Bo Chen. Jun Chen. and Yadong Sun
12716,2003142,Zl +415,,251.16,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,0.93,38.42,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,15.5,"21,7",,15.5,,-1.08,0.31,0.11,0.11,-0.97,44.9,44.9,45.4,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12718,2003143,AB +450,,251.22,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Kuh-e-Ali Bashi,,38.94,45.52,1.06,38.3,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,17.6,"21,7",,17.6,,-1.08,0.31,0.11,0.11,-0.97,36.1,36.1,36.5,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12719,2000436,SS 32,,251.23,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,,32.32,105.46,11.08,93.24,,Tropical/Subtropical,Conodont,Hindeodus sp. Ramiform,apatite,,,,,,19.3,"22,5",,18.5,,-1.08,0.39,0.32,0.32,-0.76,32.3,32.3,33.6,Permian ice volume and palaeoclimate history: Oxygen isotope proxies revisited,Gondwana Research,24,,77,89,2013,,,,Chen B. Michael M. Joachimski. Shu-zhong Shen. Lance L. Lambert. Xu-long Lai. Xiang-dong Wang. Jun Chen. Dong-xun Yuan
12720,2003144,Zl +360,,251.24,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Zal,,38.73,45.58,0.88,38.44,,Tropical,Conodont,Hindeodus sp. (P1),apatite,,,,,,16.9,"21,7",,16.9,,-1.08,0.31,0.11,0.11,-0.97,39.0,39.0,39.5,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12721,2003145,AB +435,,251.25,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Kuh-e-Ali Bashi,,38.94,45.52,1.05,38.31,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,18.5,"21,7",,18.5,,-1.08,0.31,0.11,0.11,-0.97,32.3,32.3,32.7,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12722,2003146,AB +412,,251.28,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Kuh-e-Ali Bashi,,38.94,45.52,1.03,38.32,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,17.3,"21,7",,17.3,,-1.08,0.31,0.11,0.11,-0.97,37.3,37.3,37.8,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12723,2003147,AB +390,,251.31,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,Elikah Formation,,,Iran,Kuh-e-Ali Bashi,,38.94,45.52,1.01,38.32,,Tropical,Conodont,Hindeodus sp. (P1) + indet. (ramiform),apatite,,,,,,18,"21,7",,18,,-1.08,0.31,0.11,0.11,-0.97,34.4,34.4,34.9,Palaeotethys seawater temperature rise and an intensified hydrogeological cycle following the end-Permian mass extinction,Gondwana Research,26,,675,683,2014,,,,"Schobben, M.; Michael M. Joachimski, Dieter Korn, Lucyna Leda, Christoph Korte"
12724,2000792,MSD 34,,251.05,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Meishan,Zhejiang,31.08,119.71,17.55,103.85,,Tropical/Subtropical,Conodont,,apatite,,,,,,18.7,,"-0,6",18.1,,-1.08,0.51,0.44,0.44,-0.64,34.0,34.0,35.8,High-resolution SIMS oxygen isotope analysis on conodont apatite from South China and implications for the end-Permian mass extinction,"Palaeogeography, palaeoclimatology, Palaeoecology",448,,26,38,2016,,,,Chen et al. 2016
12725,2001687,31b,,251.525,251.9,251.9,GTS 2020,,,Triassic,250,Permo-Triassic Boundary (252 Ma),Induan,,,,China,Shangsi,,32.32,105.46,10.96,93.26,,Tropical/Subtropical,Conodont,Hindeodus sp.,apatite,,,,,,19,"22,6",,18.1,,-1.08,0.39,0.32,0.32,-0.76,34.0,34.0,35.3,Climate warming in the latest Permian and the Permian-Triassic Climate warming in the latest Permian and the Permian-Triassic mass extinction,Geology,40,2,195,198,2012,,,,Joachimski MM. Xulong Lai. Shuzhong Shen. Haishui Jiang. Genming Luo. Bo Chen. Jun Chen. and Yadong Sun
